Unnamed: 0,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
,2024-01-01,Data Scientist,SE,FT,94700.0,US,US,M,0,USD,94700.0,94700.0
,2024-01-01,Data Scientist,MI,FT,94700.0,US,US,M,0,USD,94700.0,94700.0
,2024-01-01,Machine Learning Scientist,SE,FT,215000.0,CA,CA,M,0,CAD,165384.0,215000.0
,2024-01-01,Data Analyst,SE,FT,94800.0,US,US,M,100,USD,94800.0,94800.0
,2024-01-01,Data Scientist,SE,FT,215000.0,US,US,M,0,USD,215000.0,215000.0
,2024-01-01,Machine Learning Engineer,SE,FT,215000.0,CA,CA,M,0,CAD,165384.0,215000.0
,2024-01-01,Machine Learning Engineer,SE,FT,215000.0,US,US,M,0,USD,215000.0,215000.0
,2024-01-01,Machine Learning Engineer,SE,FT,215000.0,US,US,M,0,USD,215000.0,215000.0
,2024-01-01,Data Engineer,EX,FT,215000.0,US,US,M,0,USD,215000.0,215000.0
,2024-01-01,Data Scientist,SE,FT,214500.0,US,US,M,0,USD,214500.0,214500.0
,2024-01-01,Data Scientist,SE,FT,138500.0,CA,CA,M,100,USD,138500.0,138500.0
,2024-01-01,Data Scientist,MI,FT,138500.0,US,US,M,0,USD,138500.0,138500.0
,2024-01-01,Data Engineer,SE,FT,214300.0,US,US,M,0,USD,214300.0,214300.0
,2024-01-01,Data Engineer,EN,FT,138500.0,US,US,M,0,USD,138500.0,138500.0
,2024-01-01,Data Scientist,MI,FT,212800.0,US,US,L,0,USD,212800.0,212800.0
,2024-01-01,Machine Learning Engineer,SE,FT,212800.0,US,US,M,100,USD,212800.0,212800.0
,2024-01-01,Data Scientist,MI,FT,212800.0,US,US,L,0,USD,212800.0,212800.0
,2024-01-01,BI Developer,SE,FT,95000.0,IN,IN,M,100,USD,95000.0,95000.0
,2024-01-01,Data Developer,MI,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Business Intelligence Analyst,EN,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Science,MI,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Operations Analyst,EN,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Analyst,EN,FT,95000.0,US,US,M,100,USD,95000.0,95000.0
,2024-01-01,Data Engineer,SE,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Engineer,SE,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Specialist,MI,FT,95000.0,US,US,M,100,USD,95000.0,95000.0
,2024-01-01,Data Analyst,MI,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Analyst,MI,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Scientist,MI,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Operations Analyst,EN,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,AI Engineer,MI,FT,95000.0,US,US,M,100,USD,95000.0,95000.0
,2024-01-01,Data Developer,MI,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Scientist,MI,FT,212000.0,US,US,M,0,USD,212000.0,212000.0
,2024-01-01,AI Engineer,SE,FT,212000.0,US,US,M,0,USD,212000.0,212000.0
,2024-01-01,Data Engineer,SE,FT,212000.0,US,US,M,0,USD,212000.0,212000.0
,2024-01-01,Data Architect,SE,PT,212000.0,US,US,M,0,USD,212000.0,212000.0
,2024-01-01,Data Analyst,MI,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Science,MI,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Scientist,MI,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Analyst,EN,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Scientist,SE,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Architect,SE,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Science,SE,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Analyst,EN,FT,95000.0,US,US,M,0,USD,95000.0,95000.0
,2024-01-01,Data Engineer,SE,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Engineer,SE,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Research Scientist,SE,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Scientist,SE,FT,212780.0,US,US,M,0,USD,212780.0,212780.0
,2024-01-01,Machine Learning Engineer,SE,FT,212500.0,US,US,M,0,USD,212500.0,212500.0
,2024-01-01,Data Engineer,EX,FT,212500.0,US,US,M,0,USD,212500.0,212500.0
,2024-01-01,Data Scientist,MI,FT,166000.0,US,US,M,0,USD,166000.0,166000.0
,2024-01-01,Machine Learning Engineer,MI,FT,166000.0,US,US,M,0,USD,166000.0,166000.0
,2024-01-01,Data Engineer,MI,FT,138000.0,US,US,M,0,USD,138000.0,138000.0
,2024-01-01,Data Analyst,EN,FT,92000.0,US,US,M,100,USD,92000.0,92000.0
,2024-01-01,Business Intelligence Analyst,EN,FT,92000.0,AU,AU,M,0,USD,92000.0,92000.0
,2024-01-01,Machine Learning Engineer,SE,FT,92000.0,AR,AR,M,100,USD,92000.0,92000.0
,2024-01-01,Data Analyst,MI,FT,88000.0,US,US,M,100,USD,88000.0,88000.0
,2024-01-01,Data Analyst,SE,FT,88052.0,US,US,M,100,USD,88052.0,88052.0
,2024-01-01,Machine Learning Engineer,MI,FT,223100.0,US,US,M,0,USD,223100.0,223100.0
,2024-01-01,Machine Learning Engineer,MI,FT,223100.0,US,US,M,100,USD,223100.0,223100.0
,2024-01-01,Machine Learning Engineer,MI,FT,223100.0,US,US,M,100,USD,223100.0,223100.0
,2024-01-01,Data Scientist,MI,FT,88200.0,US,US,M,100,USD,88200.0,88200.0
,2024-01-01,Data Analyst,EN,FT,88200.0,US,US,M,100,USD,88200.0,88200.0
,2024-01-01,Data Analyst,EN,FT,88200.0,US,US,M,100,USD,88200.0,88200.0
,2024-01-01,Data Analyst,SE,FT,88670.0,US,US,M,0,USD,88670.0,88670.0
,2024-01-01,Data Analyst,EN,FT,88800.0,US,US,M,0,USD,88800.0,88800.0
,2024-01-01,Data Analyst,EN,FT,88800.0,US,US,M,0,USD,88800.0,88800.0
,2024-01-01,Data Analyst,SE,FT,88854.0,US,US,M,0,USD,88854.0,88854.0
,2024-01-01,Data Scientist,MI,FT,88995.0,AU,AU,M,0,USD,88995.0,88995.0
,2024-01-01,Machine Learning Engineer,MI,FT,223000.0,US,US,M,0,USD,223000.0,223000.0
,2024-01-01,Data Analyst,SE,FT,89000.0,US,US,M,0,USD,89000.0,89000.0
,2024-01-01,Data Operations Specialist,MI,FT,88000.0,US,US,M,0,USD,88000.0,88000.0
,2024-01-01,Data Engineer,MI,FT,89000.0,US,US,M,0,USD,89000.0,89000.0
,2024-01-01,Data Analytics Manager,MI,FT,88000.0,US,US,M,0,USD,88000.0,88000.0
,2024-01-01,Data Developer,SE,FT,88000.0,CA,CA,M,0,USD,88000.0,88000.0
,2024-01-01,Data Scientist,MI,FT,87300.0,US,US,M,100,USD,87300.0,87300.0
,2024-01-01,Data Analyst,EN,FT,87400.0,US,US,M,0,USD,87400.0,87400.0
,2024-01-01,Data Architect,SE,FT,224100.0,US,US,M,0,USD,224100.0,224100.0
,2024-01-01,Data Engineer,SE,FT,224000.0,US,US,M,0,USD,224000.0,224000.0
,2024-01-01,Data Scientist,MI,FT,224000.0,CA,CA,M,0,USD,224000.0,224000.0
,2024-01-01,Data Engineer,EN,FT,87550.0,US,US,M,100,USD,87550.0,87550.0
,2024-01-01,Data Engineer,EN,FT,87550.0,US,US,M,100,USD,87550.0,87550.0
,2024-01-01,Data Engineer,EN,FT,87550.0,US,US,M,100,USD,87550.0,87550.0
,2024-01-01,Data Analyst,SE,FT,87600.0,US,US,M,0,USD,87600.0,87600.0
,2024-01-01,Business Intelligence Developer,MI,FT,87800.0,US,US,M,0,USD,87800.0,87800.0
,2024-01-01,Business Intelligence Developer,MI,FT,87800.0,US,US,M,0,USD,87800.0,87800.0
,2024-01-01,Machine Learning Engineer,SE,FT,223700.0,US,US,M,0,USD,223700.0,223700.0
,2024-01-01,Machine Learning Engineer,SE,FT,223700.0,US,US,M,0,USD,223700.0,223700.0
,2024-01-01,Data Analyst,EN,FT,87999.0,US,US,M,0,USD,87999.0,87999.0
,2024-01-01,Machine Learning Engineer,MI,FT,223600.0,US,US,L,0,USD,223600.0,223600.0
,2024-01-01,Data Specialist,MI,FT,88000.0,US,US,M,0,USD,88000.0,88000.0
,2024-01-01,Data Engineer,MI,FT,89000.0,US,US,M,0,USD,89000.0,89000.0
,2024-01-01,Business Intelligence Analyst,EN,FT,89000.0,US,US,M,0,USD,89000.0,89000.0
,2024-01-01,Data Scientist,SE,FT,222300.0,US,US,M,0,USD,222300.0,222300.0
,2024-01-01,Data Architect,SE,FT,164000.0,US,US,M,0,USD,164000.0,164000.0
,2024-01-01,Data Analyst,SE,FT,164000.0,US,US,M,0,USD,164000.0,164000.0
,2024-01-01,Research Scientist,SE,FT,164000.0,US,US,M,100,USD,164000.0,164000.0
,2024-01-01,Machine Learning Engineer,SE,FT,164000.0,US,US,M,0,USD,164000.0,164000.0
,2024-01-01,Data Architect,SE,FT,164000.0,US,US,M,0,USD,164000.0,164000.0
,2024-01-01,Machine Learning Engineer,SE,FT,164000.0,US,US,M,100,USD,164000.0,164000.0
,2024-01-01,Data Analyst,SE,FT,164000.0,US,US,M,0,USD,164000.0,164000.0
,2024-01-01,Data Architect,SE,FT,164000.0,US,US,M,0,USD,164000.0,164000.0
,2024-01-01,Data Scientist,SE,FT,164000.0,US,US,M,100,USD,164000.0,164000.0
,2024-01-01,Machine Learning Engineer,SE,FT,164000.0,US,US,M,0,USD,164000.0,164000.0
,2024-01-01,Data Scientist,MI,FT,164000.0,US,US,M,0,USD,164000.0,164000.0
,2024-01-01,Machine Learning Engineer,SE,FT,164000.0,US,US,M,0,USD,164000.0,164000.0
,2024-01-01,Research Scientist,SE,FT,164300.0,US,US,M,0,USD,164300.0,164300.0
,2024-01-01,Data Analyst,SE,FT,164640.0,US,US,M,0,USD,164640.0,164640.0
,2024-01-01,Business Intelligence Manager,MI,FT,164700.0,US,US,M,0,USD,164700.0,164700.0
,2024-01-01,Data Analyst,SE,FT,164000.0,CA,CA,M,100,USD,164000.0,164000.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Business Intelligence Engineer,MI,FT,89500.0,US,US,M,100,USD,89500.0,89500.0
,2024-01-01,Business Intelligence Engineer,MI,FT,89500.0,US,US,M,100,USD,89500.0,89500.0
,2024-01-01,Business Intelligence Engineer,MI,FT,89500.0,US,US,M,100,USD,89500.0,89500.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Data Scientist,MI,FT,87000.0,US,US,M,0,USD,87000.0,87000.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2024-01-01,Business Intelligence Analyst,MI,FT,164800.0,US,US,M,0,USD,164800.0,164800.0
,2024-01-01,Data Analyst,SE,FT,87000.0,US,US,M,0,USD,87000.0,87000.0
,2024-01-01,ML Engineer,SE,FT,87000.0,GB,GB,S,0,GBP,108750.0,87000.0
,2024-01-01,Business Intelligence Manager,SE,FT,85000.0,GB,GB,M,0,GBP,106250.0,85000.0
,2024-01-01,Data Developer,MI,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2024-01-01,Data Scientist,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,Machine Learning Engineer,EN,FT,162240.0,US,US,M,0,USD,162240.0,162240.0
,2024-01-01,Business Intelligence,SE,FT,85393.0,US,US,M,100,USD,85393.0,85393.0
,2024-01-01,Data Analyst,EN,FT,85420.0,US,US,M,0,USD,85420.0,85420.0
,2024-01-01,Machine Learning Engineer,EN,FT,162240.0,US,US,M,0,USD,162240.0,162240.0
,2024-01-01,Data Scientist,EN,FT,162240.0,US,US,M,0,USD,162240.0,162240.0
,2024-01-01,Research Scientist,SE,FT,85469.0,US,US,M,100,USD,85469.0,85469.0
,2024-01-01,Data Engineer,EN,FT,162240.0,US,US,M,0,USD,162240.0,162240.0
,2024-01-01,Data Analyst,SE,FT,85500.0,US,US,M,0,USD,85500.0,85500.0
,2024-01-01,Data Analyst,SE,FT,85500.0,US,US,M,0,USD,85500.0,85500.0
,2024-01-01,Data Analyst,EN,FT,85500.0,US,US,M,100,USD,85500.0,85500.0
,2024-01-01,Machine Learning Engineer,MI,FT,85700.0,US,US,M,0,USD,85700.0,85700.0
,2024-01-01,Data Engineer,MI,FT,85750.0,US,US,M,0,USD,85750.0,85750.0
,2024-01-01,AI Engineer,SE,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2024-01-01,Data Analyst,EN,FT,85900.0,MX,MX,M,0,USD,85900.0,85900.0
,2024-01-01,Data Engineer,MI,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2024-01-01,Data Engineer,MI,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2024-01-01,Data Analyst,EN,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,Business Intelligence Engineer,SE,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2024-01-01,Machine Learning Engineer,SE,FT,85000.0,AR,AR,M,100,USD,85000.0,85000.0
,2024-01-01,Data Analyst,EN,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,Machine Learning Engineer,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,Data Strategist,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,Data Analyst,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,Data Engineer,MI,FT,85000.0,GB,GB,M,0,GBP,106250.0,85000.0
,2024-01-01,Data Engineer,MI,FT,85000.0,GB,GB,M,0,GBP,106250.0,85000.0
,2024-01-01,Data Analyst,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,BI Analyst,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,Data Management Consultant,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,Data Analyst,MI,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2024-01-01,Business Intelligence Analyst,EN,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,BI Analyst,MI,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2024-01-01,Data Analyst,EN,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2024-01-01,Data Scientist,SE,FT,162819.0,US,US,M,100,USD,162819.0,162819.0
,2024-01-01,Data Analyst,SE,FT,162900.0,US,US,M,100,USD,162900.0,162900.0
,2024-01-01,Machine Learning Engineer,SE,FT,163000.0,US,US,M,100,USD,163000.0,163000.0
,2024-01-01,Data Analyst,SE,FT,86026.0,DE,DE,M,100,EUR,95584.0,86026.0
,2024-01-01,Data Analyst,MI,FT,86078.0,US,US,M,0,USD,86078.0,86078.0
,2024-01-01,Data Analyst,SE,FT,86146.0,NL,NL,M,100,EUR,95717.0,86146.0
,2024-01-01,Data Scientist,MI,FT,86218.0,CA,CA,M,0,USD,86218.0,86218.0
,2024-01-01,Data Engineer,MI,FT,86424.0,US,US,M,0,USD,86424.0,86424.0
,2024-01-01,Data Engineer,SE,FT,163200.0,US,US,M,0,USD,163200.0,163200.0
,2024-01-01,Data Engineer,MI,FT,86500.0,US,US,M,0,USD,86500.0,86500.0
,2024-01-01,Data Engineer,EX,FT,163500.0,US,US,M,0,USD,163500.0,163500.0
,2024-01-01,Data Analyst,EN,FT,86600.0,US,US,M,0,USD,86600.0,86600.0
,2024-01-01,Data Scientist,MI,FT,86600.0,US,US,M,100,USD,86600.0,86600.0
,2024-01-01,Data Analyst,SE,FT,163700.0,US,US,M,0,USD,163700.0,163700.0
,2024-01-01,Data Scientist,EN,FT,86800.0,US,US,M,0,USD,86800.0,86800.0
,2024-01-01,Data Scientist,MI,FT,86800.0,US,US,M,0,USD,86800.0,86800.0
,2024-01-01,Data Science,EN,FT,86900.0,US,US,M,0,USD,86900.0,86900.0
,2024-01-01,Data Specialist,SE,FT,224800.0,US,US,M,0,USD,224800.0,224800.0
,2024-01-01,Research Engineer,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Research Scientist,MI,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Business Intelligence Analyst,EN,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Business Intelligence Analyst,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Analyst,SE,FT,163000.0,US,US,M,100,USD,163000.0,163000.0
,2024-01-01,Head of Data,EX,FT,163000.0,US,US,M,0,USD,163000.0,163000.0
,2024-01-01,AI Engineer,SE,FT,163000.0,US,US,M,100,USD,163000.0,163000.0
,2024-01-01,Machine Learning Engineer,SE,FT,163000.0,US,US,M,100,USD,163000.0,163000.0
,2024-01-01,Research Scientist,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Engineer,MI,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Engineer,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Analyst,EN,FT,87000.0,US,US,M,0,USD,87000.0,87000.0
,2024-01-01,Data Science,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Scientist,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Analyst,EN,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Scientist,MI,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Science,MI,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Science,MI,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Analyst,MI,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Science,MI,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Architect,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2024-01-01,Data Scientist,SE,FT,96750.0,US,US,M,0,USD,96750.0,96750.0
,2024-01-01,Data Scientist,SE,FT,164845.0,US,US,M,0,USD,164845.0,164845.0
,2024-01-01,Data Architect,SE,FT,222000.0,US,US,M,100,USD,222000.0,222000.0
,2024-01-01,Data Reporting Analyst,EN,FT,90300.0,US,US,M,0,USD,90300.0,90300.0
,2024-01-01,Data Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2024-01-01,Data Science,SE,FT,220000.0,US,US,M,100,USD,220000.0,220000.0
,2024-01-01,ML Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2024-01-01,Data Science,EX,FT,220000.0,US,US,M,100,USD,220000.0,220000.0
,2024-01-01,Machine Learning Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2024-01-01,Data Scientist,SE,FT,220000.0,US,US,M,100,USD,220000.0,220000.0
,2024-01-01,Machine Learning Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2024-01-01,Data Analyst,SE,FT,220000.0,US,US,M,100,USD,220000.0,220000.0
,2024-01-01,Data Analyst,MI,FT,90500.0,US,US,M,0,USD,90500.0,90500.0
,2024-01-01,Data Manager,MI,FT,90500.0,US,US,M,0,USD,90500.0,90500.0
,2024-01-01,Data Scientist,MI,FT,90500.0,US,US,M,100,USD,90500.0,90500.0
,2024-01-01,Data Engineer,SE,FT,139810.0,US,US,M,0,USD,139810.0,139810.0
,2024-01-01,Data Architect,SE,FT,139800.0,US,US,M,0,USD,139800.0,139800.0
,2024-01-01,Data Scientist,SE,FT,139800.0,US,US,M,0,USD,139800.0,139800.0
,2024-01-01,Data Architect,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2024-01-01,Data Architect,SE,FT,139800.0,US,US,M,0,USD,139800.0,139800.0
,2024-01-01,Data Engineer,MI,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2024-01-01,Data Science,MI,FT,90100.0,US,US,M,0,USD,90100.0,90100.0
,2024-01-01,Business Intelligence Analyst,EN,FT,90000.0,AU,AU,M,0,USD,90000.0,90000.0
,2024-01-01,Data Scientist,MI,FT,90000.0,US,US,M,100,USD,90000.0,90000.0
,2024-01-01,Data Science Consultant,SE,FT,90000.0,US,US,M,0,USD,90000.0,90000.0
,2024-01-01,Data Analyst,EN,FT,90000.0,US,US,M,0,USD,90000.0,90000.0
,2024-01-01,AI Engineer,SE,FT,90000.0,AE,AE,L,0,USD,90000.0,90000.0
,2024-01-01,Data Scientist,SE,FT,90000.0,FR,FR,M,100,EUR,100000.0,90000.0
,2024-01-01,Data Analyst,MI,FT,90000.0,US,US,M,0,USD,90000.0,90000.0
,2024-01-01,Data Engineer,MI,FT,90000.0,US,US,M,100,USD,90000.0,90000.0
,2024-01-01,Data Management Analyst,EN,FT,90000.0,US,US,M,0,USD,90000.0,90000.0
,2024-01-01,Data Operations Analyst,EN,FT,90000.0,US,US,M,100,USD,90000.0,90000.0
,2024-01-01,Data Specialist,EN,FT,90000.0,US,US,M,0,USD,90000.0,90000.0
,2024-01-01,Data Engineer,SE,FT,90000.0,US,US,M,100,USD,90000.0,90000.0
,2024-01-01,Data Engineer,SE,FT,90000.0,US,US,M,100,USD,90000.0,90000.0
,2024-01-01,Data Scientist,MI,FT,90000.0,US,US,M,100,USD,90000.0,90000.0
,2024-01-01,Data Scientist,MI,FT,90000.0,US,US,M,100,USD,90000.0,90000.0
,2024-01-01,Business Intelligence Developer,MI,FT,90279.0,US,US,M,0,USD,90279.0,90279.0
,2024-01-01,Data Engineer,SE,FT,139700.0,US,US,M,0,USD,139700.0,139700.0
,2024-01-01,Data Scientist,MI,FT,90700.0,US,US,M,0,USD,90700.0,90700.0
,2024-01-01,Data Engineer,MI,FT,90800.0,US,US,M,0,USD,90800.0,90800.0
,2024-01-01,Machine Learning Engineer,MI,FT,165000.0,US,US,M,100,USD,165000.0,165000.0
,2024-01-01,Data Scientist,SE,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Data Analytics Manager,MI,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Data Scientist,SE,FT,165000.0,US,US,M,100,USD,165000.0,165000.0
,2024-01-01,Data Engineer,MI,FT,165000.0,US,US,M,100,USD,165000.0,165000.0
,2024-01-01,Data Engineer,SE,FT,165000.0,US,US,M,100,USD,165000.0,165000.0
,2024-01-01,Data Analyst,SE,FT,165000.0,AU,AU,M,0,USD,165000.0,165000.0
,2024-01-01,Research Scientist,MI,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Data Scientist,MI,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Business Intelligence Developer,MI,FT,92000.0,US,US,M,0,USD,92000.0,92000.0
,2024-01-01,Data Engineer,MI,FT,92000.0,US,US,M,0,USD,92000.0,92000.0
,2024-01-01,Analytics Engineer,SE,FT,92000.0,US,US,M,100,USD,92000.0,92000.0
,2024-01-01,Analytics Engineer,MI,FT,92000.0,GB,GB,M,100,GBP,115000.0,92000.0
,2024-01-01,Data Analyst,EN,FT,92000.0,US,US,M,100,USD,92000.0,92000.0
,2024-01-01,Data Analyst,MI,FT,92000.0,US,US,M,0,USD,92000.0,92000.0
,2024-01-01,Data Scientist,SE,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Data Scientist,SE,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Data Scientist,SE,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Data Scientist,SE,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Data Engineer,MI,FT,90800.0,US,US,M,0,USD,90800.0,90800.0
,2024-01-01,Data Scientist,MI,FT,90950.0,US,US,M,0,USD,90950.0,90950.0
,2024-01-01,Machine Learning Engineer,EN,FT,91000.0,US,US,M,0,USD,91000.0,91000.0
,2024-01-01,Data Analytics Associate,SE,FT,91000.0,US,US,L,50,USD,91000.0,91000.0
,2024-01-01,Data Engineer,SE,FT,165000.0,US,US,M,100,USD,165000.0,165000.0
,2024-01-01,Analytics Engineer,SE,FT,165000.0,US,US,M,100,USD,165000.0,165000.0
,2024-01-01,Business Intelligence,SE,FT,139600.0,US,US,M,100,USD,139600.0,139600.0
,2024-01-01,Business Intelligence Analyst,EN,FT,90000.0,AU,AU,M,0,USD,90000.0,90000.0
,2024-01-01,Business Intelligence Analyst,MI,FT,91300.0,CA,CA,M,0,USD,91300.0,91300.0
,2024-01-01,Business Intelligence Developer,SE,FT,91536.0,US,US,M,0,USD,91536.0,91536.0
,2024-01-01,Data Engineer,SE,FT,165000.0,US,US,M,100,USD,165000.0,165000.0
,2024-01-01,Data Engineer,MI,FT,165000.0,US,US,M,100,USD,165000.0,165000.0
,2024-01-01,Data Engineer,SE,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Data Scientist,SE,FT,139500.0,US,US,M,0,USD,139500.0,139500.0
,2024-01-01,Data Scientist,SE,FT,139500.0,US,US,M,0,USD,139500.0,139500.0
,2024-01-01,Data Architect,SE,FT,165000.0,US,US,M,100,USD,165000.0,165000.0
,2024-01-01,Data Engineer,SE,FT,165000.0,US,US,M,0,USD,165000.0,165000.0
,2024-01-01,Analytics Engineer,MI,FT,164850.0,US,US,M,100,USD,164850.0,164850.0
,2024-01-01,Data Analyst,EN,FT,90000.0,US,US,M,0,USD,90000.0,90000.0
,2024-01-01,Machine Learning Scientist,SE,FT,90000.0,US,US,M,0,USD,90000.0,90000.0
,2024-01-01,Data Scientist,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2024-01-01,Data Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
